最速下降法:
第1次迭代：f(x_i)=7.711096854858360e-01, x_1=1.612591019188414e-01,x_2=0.000000000000000e+00
第5420次迭代：f(x_i)=2.336143639584643e-06, x_1=9.984717319045685e-01,x_2=9.969434750457757e-01
第5421次迭代：f(x_i)=2.332226510134647e-06, x_1=9.984752495474647e-01,x_2=9.969442434183131e-01
第5422次迭代：f(x_i)=2.328320873618510e-06, x_1=9.984742942195786e-01,x_2=9.969485865280205e-01
第5423次迭代：f(x_i)=2.324420894011399e-06, x_1=9.984777998746189e-01,x_2=9.969493566600426e-01
第5424次迭代：f(x_i)=2.320524390982828e-06, x_1=9.984768494591905e-01,x_2=9.969537019661276e-01
第5425次迭代：f(x_i)=2.316633664179740e-06, x_1=9.984803550797663e-01,x_2=9.969544678835304e-01
第5426次迭代：f(x_i)=2.312754089059416e-06, x_1=9.984794031212921e-01,x_2=9.969587963430634e-01
第5427次迭代：f(x_i)=2.308880339792971e-06, x_1=9.984828968803032e-01,x_2=9.969595639710369e-01
第5428次迭代：f(x_i)=2.305009891649670e-06, x_1=9.984819497325496e-01,x_2=9.969638946622951e-01
第5429次迭代：f(x_i)=2.301145277458685e-06, x_1=9.984854435421487e-01,x_2=9.969646580473760e-01
第5430次迭代：f(x_i)=2.297291699361992e-06, x_1=9.984844947716995e-01,x_2=9.969689719910552e-01
第5431次迭代：f(x_i)=2.293443893052639e-06, x_1=9.984879768443270e-01,x_2=9.969697370385944e-01
第5432次迭代：f(x_i)=2.289599435849619e-06, x_1=9.984870327839785e-01,x_2=9.969740532488386e-01
第5433次迭代：f(x_i)=2.285760648089684e-06, x_1=9.984905149915086e-01,x_2=9.969748140255333e-01
第5434次迭代：f(x_i)=2.281933001249813e-06, x_1=9.984895692300144e-01,x_2=9.969791135863717e-01
第5435次迭代：f(x_i)=2.278110854305449e-06, x_1=9.984930398235017e-01,x_2=9.969798759781967e-01
第5436次迭代：f(x_i)=2.274292322712864e-06, x_1=9.984920986725790e-01,x_2=9.969841778399455e-01
第5437次迭代：f(x_i)=2.270479078961001e-06, x_1=9.984955694845673e-01,x_2=9.969849359332847e-01
第5438次迭代：f(x_i)=2.266677296292403e-06, x_1=9.984946265552204e-01,x_2=9.969892212430157e-01
第5439次迭代：f(x_i)=2.262880528819603e-06, x_1=9.984980858744634e-01,x_2=9.969899809049256e-01
第5440次迭代：f(x_i)=2.259087855453979e-06, x_1=9.984971484776184e-01,x_2=9.969942638872291e-01
第5441次迭代：f(x_i)=2.255302744615358e-06, x_1=9.985006036719224e-01,x_2=9.969950214381248e-01
第5442次迭代：f(x_i)=2.251523905754420e-06, x_1=9.984996661391673e-01,x_2=9.969992980846468e-01
第5443次迭代：f(x_i)=2.247750387672987e-06, x_1=9.985031172552548e-01,x_2=9.970000535081990e-01
第5444次迭代：f(x_i)=2.243985356585777e-06, x_1=9.985021812269854e-01,x_2=9.970043161993647e-01
第5445次迭代：f(x_i)=2.240228052411851e-06, x_1=9.985056268102115e-01,x_2=9.970050743867043e-01
第5446次迭代：f(x_i)=2.236478788244780e-06, x_1=9.985046891175223e-01,x_2=9.970093247509089e-01
第5447次迭代：f(x_i)=2.232735580904113e-06, x_1=9.985081265757476e-01,x_2=9.970100828465553e-01
第5448次迭代：f(x_i)=2.228997407621178e-06, x_1=9.985071921236052e-01,x_2=9.970143278772875e-01
第5449次迭代：f(x_i)=2.225266428854012e-06, x_1=9.985106243274194e-01,x_2=9.970150844519033e-01
第5450次迭代：f(x_i)=2.221541128815436e-06, x_1=9.985096909052048e-01,x_2=9.970193226325239e-01
第5451次迭代：f(x_i)=2.217822312523655e-06, x_1=9.985131179034685e-01,x_2=9.970200776686579e-01
第5452次迭代：f(x_i)=2.214109867287153e-06, x_1=9.985121854695509e-01,x_2=9.970243090306368e-01
第5453次迭代：f(x_i)=2.210403147776932e-06, x_1=9.985156073108656e-01,x_2=9.970250625109554e-01
第5454次迭代：f(x_i)=2.206703537992591e-06, x_1=9.985146764710577e-01,x_2=9.970292841503802e-01
第5455次迭代：f(x_i)=2.203010621466889e-06, x_1=9.985180904059593e-01,x_2=9.970300374575785e-01
第5456次迭代：f(x_i)=2.199322056765166e-06, x_1=9.985171616017172e-01,x_2=9.970342585173064e-01
第5457次迭代：f(x_i)=2.195638304150722e-06, x_1=9.985205691814052e-01,x_2=9.970350067675804e-01
第5458次迭代：f(x_i)=2.191958809385238e-06, x_1=9.985196454611573e-01,x_2=9.970392257179073e-01
第5459次迭代：f(x_i)=2.188286132434083e-06, x_1=9.985230493429433e-01,x_2=9.970399717064430e-01
第5460次迭代：f(x_i)=2.184620291296912e-06, x_1=9.985221251247560e-01,x_2=9.970441845982945e-01
第5461次迭代：f(x_i)=2.180958629286097e-06, x_1=9.985255253533878e-01,x_2=9.970449283096449e-01
第5462次迭代：f(x_i)=2.177306407227133e-06, x_1=9.985246022563005e-01,x_2=9.970491276360745e-01
第5463次迭代：f(x_i)=2.173660253588346e-06, x_1=9.985279917114793e-01,x_2=9.970498726398537e-01
第5464次迭代：f(x_i)=2.170017083159994e-06, x_1=9.985270725512312e-01,x_2=9.970540744975934e-01
第5465次迭代：f(x_i)=2.166379063754845e-06, x_1=9.985304627851623e-01,x_2=9.970548150204939e-01
第5466次迭代：f(x_i)=2.162752226103402e-06, x_1=9.985295423363759e-01,x_2=9.970589963950141e-01
第5467次迭代：f(x_i)=2.159132321183535e-06, x_1=9.985329231950641e-01,x_2=9.970597416047453e-01
第5468次迭代：f(x_i)=2.155518197109383e-06, x_1=9.985320034018087e-01,x_2=9.970639164116349e-01
第5469次迭代：f(x_i)=2.151909866900718e-06, x_1=9.985353794916714e-01,x_2=9.970646599268278e-01
第5470次迭代：f(x_i)=2.148308435793852e-06, x_1=9.985344609531723e-01,x_2=9.970688253001680e-01
第5471次迭代：f(x_i)=2.144713342740302e-06, x_1=9.985378295598146e-01,x_2=9.970695684858494e-01
第5472次迭代：f(x_i)=2.141122860288865e-06, x_1=9.985369137198784e-01,x_2=9.970737288711681e-01
第5473次迭代：f(x_i)=2.137539213660887e-06, x_1=9.985402776535501e-01,x_2=9.970744703280926e-01
第5474次迭代：f(x_i)=2.133961390434569e-06, x_1=9.985393623480663e-01,x_2=9.970786242377409e-01
第5475次迭代：f(x_i)=2.130389128885913e-06, x_1=9.985427216545584e-01,x_2=9.970793639498531e-01
第5476次迭代：f(x_i)=2.126823943349691e-06, x_1=9.985418074804123e-01,x_2=9.970835085319671e-01
第5477次迭代：f(x_i)=2.123264713469820e-06, x_1=9.985451594581538e-01,x_2=9.970842478578326e-01
第5478次迭代：f(x_i)=2.119710439001444e-06, x_1=9.985442478524398e-01,x_2=9.970883875353588e-01
第5479次迭代：f(x_i)=2.116162468354955e-06, x_1=9.985475952972599e-01,x_2=9.970891250829230e-01
第5480次迭代：f(x_i)=2.112620797321600e-06, x_1=9.985466847402262e-01,x_2=9.970932555036544e-01
第5481次迭代：f(x_i)=2.109085720994103e-06, x_1=9.985500249598912e-01,x_2=9.970939926267818e-01
第5482次迭代：f(x_i)=2.105554935888240e-06, x_1=9.985491168843532e-01,x_2=9.970981181985862e-01
第5483次迭代：f(x_i)=2.102030994572816e-06, x_1=9.985524526642870e-01,x_2=9.970988535104119e-01
第5484次迭代：f(x_i)=2.098512777128344e-06, x_1=9.985515449252044e-01,x_2=9.971029727575558e-01
第5485次迭代：f(x_i)=2.094999911300106e-06, x_1=9.985548763100141e-01,x_2=9.971037062425593e-01
第5486次迭代：f(x_i)=2.091494238858608e-06, x_1=9.985539695002682e-01,x_2=9.971078163365108e-01
第5487次迭代：f(x_i)=2.087994068791987e-06, x_1=9.985572938098063e-01,x_2=9.971085493424643e-01
第5488次迭代：f(x_i)=2.084499243363174e-06, x_1=9.985563893553777e-01,x_2=9.971126546687890e-01
第5489次迭代：f(x_i)=2.081010026857059e-06, x_1=9.985597093614760e-01,x_2=9.971133858156044e-01
第5490次迭代：f(x_i)=2.077527710043897e-06, x_1=9.985588057564531e-01,x_2=9.971174820578642e-01
第5491次迭代：f(x_i)=2.074051056569130e-06, x_1=9.985621187878081e-01,x_2=9.971182126888595e-01
第5492次迭代：f(x_i)=2.070579560729320e-06, x_1=9.985612174538105e-01,x_2=9.971223042177266e-01
第5493次迭代：f(x_i)=2.067113740417165e-06, x_1=9.985645262724021e-01,x_2=9.971230329577269e-01
第5494次迭代：f(x_i)=2.063654715984631e-06, x_1=9.985636257089470e-01,x_2=9.971271154710235e-01
第5495次迭代：f(x_i)=2.060201327778400e-06, x_1=9.985669276521209e-01,x_2=9.971278436589898e-01
第5496次迭代：f(x_i)=2.056753097943290e-06, x_1=9.985660292764346e-01,x_2=9.971319215125688e-01
第5497次迭代：f(x_i)=2.053310423993261e-06, x_1=9.985693270965370e-01,x_2=9.971326477781299e-01
第5498次迭代：f(x_i)=2.049874627573681e-06, x_1=9.985684294135734e-01,x_2=9.971367166840125e-01
第5499次迭代：f(x_i)=2.046444256566535e-06, x_1=9.985717204564060e-01,x_2=9.971374423618696e-01
第5500次迭代：f(x_i)=2.043019228056749e-06, x_1=9.985708248789671e-01,x_2=9.971415066611620e-01
第5501次迭代：f(x_i)=2.039599453855938e-06, x_1=9.985741118874585e-01,x_2=9.971422303856398e-01
第5502次迭代：f(x_i)=2.036186820023556e-06, x_1=9.985732169259416e-01,x_2=9.971462858045019e-01
第5503次迭代：f(x_i)=2.032779221323861e-06, x_1=9.985764972541588e-01,x_2=9.971470089061369e-01
第5504次迭代：f(x_i)=2.029377328201856e-06, x_1=9.985756049373253e-01,x_2=9.971510569564525e-01
第5505次迭代：f(x_i)=2.025981838375088e-06, x_1=9.985788786362398e-01,x_2=9.971517794164194e-01
第5506次迭代：f(x_i)=2.022590672811536e-06, x_1=9.985779883014596e-01,x_2=9.971558229398109e-01
第5507次迭代：f(x_i)=2.019205604639317e-06, x_1=9.985812580987047e-01,x_2=9.971565434000625e-01
第5508次迭代：f(x_i)=2.015826779185971e-06, x_1=9.985803682642571e-01,x_2=9.971605781439321e-01
第5509次迭代：f(x_i)=2.012453695026663e-06, x_1=9.985836315274611e-01,x_2=9.971612979281769e-01
第5510次迭代：f(x_i)=2.009085569718992e-06, x_1=9.985827435952994e-01,x_2=9.971653281969084e-01
第5511次迭代：f(x_i)=2.005722793313288e-06, x_1=9.985860030432115e-01,x_2=9.971660459515282e-01
第5512次迭代：f(x_i)=2.002366967583599e-06, x_1=9.985851155370773e-01,x_2=9.971700675065125e-01
第5513次迭代：f(x_i)=1.999016051953286e-06, x_1=9.985883685451187e-01,x_2=9.971707845512877e-01
第5514次迭代：f(x_i)=1.995670897978779e-06, x_1=9.985874834778085e-01,x_2=9.971747988913034e-01
第5515次迭代：f(x_i)=1.992331778747745e-06, x_1=9.985907300954310e-01,x_2=9.971755152081130e-01
第5516次迭代：f(x_i)=1.988997283459346e-06, x_1=9.985898468106655e-01,x_2=9.971795251506382e-01
第5517次迭代：f(x_i)=1.985668302149836e-06, x_1=9.985930897421248e-01,x_2=9.971802393930913e-01
第5518次迭代：f(x_i)=1.982346049137043e-06, x_1=9.985922067715562e-01,x_2=9.971842407205334e-01
第5519次迭代：f(x_i)=1.979028743423142e-06, x_1=9.985954434051245e-01,x_2=9.971849542019378e-01
第5520次迭代：f(x_i)=1.975717120273282e-06, x_1=9.985945627519730e-01,x_2=9.971889484052968e-01
第5521次迭代：f(x_i)=1.972411427084492e-06, x_1=9.985977931362170e-01,x_2=9.971896611079408e-01
第5522次迭代：f(x_i)=1.969110420571038e-06, x_1=9.985969141480339e-01,x_2=9.971936509902830e-01
第5523次迭代：f(x_i)=1.965814698547453e-06, x_1=9.986001409731881e-01,x_2=9.971943615747672e-01
第5524次迭代：f(x_i)=1.962525875471283e-06, x_1=9.985992621895533e-01,x_2=9.971983429393824e-01
第5525次迭代：f(x_i)=1.959241647519056e-06, x_1=9.986024828563210e-01,x_2=9.971990527127521e-01
第5526次迭代：f(x_i)=1.955963411095488e-06, x_1=9.986016062710528e-01,x_2=9.972030270428377e-01
第5527次迭代：f(x_i)=1.952690615404646e-06, x_1=9.986048208271433e-01,x_2=9.972037359877770e-01
第5528次迭代：f(x_i)=1.949422953014207e-06, x_1=9.986039463993336e-01,x_2=9.972077033137613e-01
第5529次迭代：f(x_i)=1.946161528210121e-06, x_1=9.986071548921593e-01,x_2=9.972084114130919e-01
第5530次迭代：f(x_i)=1.942904425540080e-06, x_1=9.986062819746792e-01,x_2=9.972123745188177e-01
第5531次迭代：f(x_i)=1.939652753310384e-06, x_1=9.986094870754760e-01,x_2=9.972130804426131e-01
第5532次迭代：f(x_i)=1.936407756349589e-06, x_1=9.986086142183060e-01,x_2=9.972170351591030e-01
第5533次迭代：f(x_i)=1.933167339604226e-06, x_1=9.986118133447036e-01,x_2=9.972177402058839e-01
第5534次迭代：f(x_i)=1.929932871796160e-06, x_1=9.986109425290115e-01,x_2=9.972216880060870e-01
第5535次迭代：f(x_i)=1.926703650363887e-06, x_1=9.986141357276004e-01,x_2=9.972223921590532e-01
第5536次迭代：f(x_i)=1.923479698469636e-06, x_1=9.986132669135448e-01,x_2=9.972263330727970e-01
第5537次迭代：f(x_i)=1.920261612595107e-06, x_1=9.986164542306306e-01,x_2=9.972270363152796e-01
第5538次迭代：f(x_i)=1.917048162633798e-06, x_1=9.986155867759328e-01,x_2=9.972309731075293e-01
第5539次迭代：f(x_i)=1.913839615916988e-06, x_1=9.986187708645716e-01,x_2=9.972316741186662e-01
第5540次迭代：f(x_i)=1.910638190654343e-06, x_1=9.986179042819379e-01,x_2=9.972355983355834e-01
第5541次迭代：f(x_i)=1.907443082764327e-06, x_1=9.986210817921841e-01,x_2=9.972363011998732e-01
第5542次迭代：f(x_i)=1.904253218128498e-06, x_1=9.986202152255740e-01,x_2=9.972402195600524e-01
第5543次迭代：f(x_i)=1.901067968202904e-06, x_1=9.986233888590503e-01,x_2=9.972409205283915e-01
第5544次迭代：f(x_i)=1.897889641544017e-06, x_1=9.986225238430132e-01,x_2=9.972448259794099e-01
第5545次迭代：f(x_i)=1.894718133802332e-06, x_1=9.986256921198072e-01,x_2=9.972455295876659e-01
第5546次迭代：f(x_i)=1.891552834380619e-06, x_1=9.986248253694358e-01,x_2=9.972494262595050e-01
第5547次迭代：f(x_i)=1.888391928923870e-06, x_1=9.986279883638169e-01,x_2=9.972501286849084e-01
第5548次迭代：f(x_i)=1.885237243297494e-06, x_1=9.986271230211936e-01,x_2=9.972540188573530e-01
第5549次迭代：f(x_i)=1.882086884748611e-06, x_1=9.986302807764476e-01,x_2=9.972547200846809e-01
第5550次迭代：f(x_i)=1.878942796973746e-06, x_1=9.986294168049062e-01,x_2=9.972586037857876e-01
第5551次迭代：f(x_i)=1.875802930305729e-06, x_1=9.986325693640753e-01,x_2=9.972593037999276e-01
第5552次迭代：f(x_i)=1.872669424332722e-06, x_1=9.986317067271807e-01,x_2=9.972631810576209e-01
第5553次迭代：f(x_i)=1.869539994865450e-06, x_1=9.986348541330664e-01,x_2=9.972638798435703e-01
第5554次迭代：f(x_i)=1.866417054542153e-06, x_1=9.986339927946111e-01,x_2=9.972677506856445e-01
第5555次迭代：f(x_i)=1.863298007936946e-06, x_1=9.986371350897773e-01,x_2=9.972684482285091e-01
第5556次迭代：f(x_i)=1.860185617011638e-06, x_1=9.986362750137792e-01,x_2=9.972723126826291e-01
第5557次迭代：f(x_i)=1.857076899268246e-06, x_1=9.986394122405543e-01,x_2=9.972730089676213e-01
第5558次迭代：f(x_i)=1.853975041393001e-06, x_1=9.986385533912542e-01,x_2=9.972768670613241e-01
第5559次迭代：f(x_i)=1.850876598845464e-06, x_1=9.986416855917342e-01,x_2=9.972775620737621e-01
第5560次迭代：f(x_i)=1.847785256811089e-06, x_1=9.986408294872772e-01,x_2=9.972814068568300e-01
第5561次迭代：f(x_i)=1.844700836047046e-06, x_1=9.986439586561411e-01,x_2=9.972821058598964e-01
第5562次迭代：f(x_i)=1.841624881317798e-06, x_1=9.986430990383771e-01,x_2=9.972859305567470e-01
第5563次迭代：f(x_i)=1.838555485947586e-06, x_1=9.986462196079083e-01,x_2=9.972866337855999e-01
第5564次迭代：f(x_i)=1.835490143295234e-06, x_1=9.986453608004907e-01,x_2=9.972904524086980e-01
第5565次迭代：f(x_i)=1.832430645173060e-06, x_1=9.986484767951899e-01,x_2=9.972911541499946e-01
第5566次迭代：f(x_i)=1.829375896481111e-06, x_1=9.986476187643631e-01,x_2=9.972949667257053e-01
第5567次迭代：f(x_i)=1.826326245117576e-06, x_1=9.986507302242477e-01,x_2=9.972956669657611e-01
第5568次迭代：f(x_i)=1.823282072213299e-06, x_1=9.986498729364490e-01,x_2=9.972994735203373e-01
第5569次迭代：f(x_i)=1.820242217406787e-06, x_1=9.986529799013338e-01,x_2=9.973001722455586e-01
第5570次迭代：f(x_i)=1.817208600603565e-06, x_1=9.986521242700194e-01,x_2=9.973039686041485e-01
第5571次迭代：f(x_i)=1.814180722357355e-06, x_1=9.986552227185387e-01,x_2=9.973046678326801e-01
第5572次迭代：f(x_i)=1.811155412307495e-06, x_1=9.986543693191170e-01,x_2=9.973084673347700e-01
第5573次迭代：f(x_i)=1.808133539213892e-06, x_1=9.986574649843487e-01,x_2=9.973091605323562e-01
第5574次迭代：f(x_i)=1.805117490126673e-06, x_1=9.986566145362960e-01,x_2=9.973129529254465e-01
第5575次迭代：f(x_i)=1.802106549903141e-06, x_1=9.986597035169336e-01,x_2=9.973136457255830e-01
第5576次迭代：f(x_i)=1.799099750775276e-06, x_1=9.986588550399528e-01,x_2=9.973174352335769e-01
第5577次迭代：f(x_i)=1.796097455451109e-06, x_1=9.986619414226462e-01,x_2=9.973181255980569e-01
第5578次迭代：f(x_i)=1.793102125059362e-06, x_1=9.986610927177350e-01,x_2=9.973219058761543e-01
第5579次迭代：f(x_i)=1.790110656172197e-06, x_1=9.986641725010538e-01,x_2=9.973225958130990e-01
第5580次迭代：f(x_i)=1.787124548758911e-06, x_1=9.986633266338990e-01,x_2=9.973263690672662e-01
第5581次迭代：f(x_i)=1.784143848427826e-06, x_1=9.986663998647567e-01,x_2=9.973270585594622e-01
第5582次迭代：f(x_i)=1.781166951706745e-06, x_1=9.986655558608464e-01,x_2=9.973308289920265e-01
第5583次迭代：f(x_i)=1.778194755935749e-06, x_1=9.986686266044353e-01,x_2=9.973315160119837e-01
第5584次迭代：f(x_i)=1.775229267368239e-06, x_1=9.986677822761627e-01,x_2=9.973352773096825e-01
第5585次迭代：f(x_i)=1.772267735785344e-06, x_1=9.986708465510200e-01,x_2=9.973359638554875e-01
第5586次迭代：f(x_i)=1.769311431028314e-06, x_1=9.986700049491426e-01,x_2=9.973397182130564e-01
第5587次迭代：f(x_i)=1.766360506918601e-06, x_1=9.986730628013351e-01,x_2=9.973404042678883e-01
第5588次迭代：f(x_i)=1.763413373496466e-06, x_1=9.986722229567534e-01,x_2=9.973441558663585e-01
第5589次迭代：f(x_i)=1.760470815981818e-06, x_1=9.986752784306802e-01,x_2=9.973448394131111e-01
第5590次迭代：f(x_i)=1.757535028752187e-06, x_1=9.986744381672162e-01,x_2=9.973485819705545e-01
第5591次迭代：f(x_i)=1.754602976340014e-06, x_1=9.986774873007632e-01,x_2=9.973492649975902e-01
第5592次迭代：f(x_i)=1.751676332654252e-06, x_1=9.986766496545140e-01,x_2=9.973530006974709e-01
第5593次迭代：f(x_i)=1.748754729757774e-06, x_1=9.986796924929262e-01,x_2=9.973536831883484e-01
第5594次迭代：f(x_i)=1.745837218005387e-06, x_1=9.986788564998400e-01,x_2=9.973574161906773e-01
第5595次迭代：f(x_i)=1.742923846031374e-06, x_1=9.986818970673761e-01,x_2=9.973580961383486e-01
第5596次迭代：f(x_i)=1.740017617228593e-06, x_1=9.986810605627346e-01,x_2=9.973618201923306e-01
第5597次迭代：f(x_i)=1.737114594330347e-06, x_1=9.986840949160212e-01,x_2=9.973624995757376e-01
第5598次迭代：f(x_i)=1.734217467786476e-06, x_1=9.986832609215269e-01,x_2=9.973662168535256e-01
第5599次迭代：f(x_i)=1.731324739470237e-06, x_1=9.986862891050106e-01,x_2=9.973668956565952e-01
第5600次迭代：f(x_i)=1.728436704311150e-06, x_1=9.986854575825608e-01,x_2=9.973706061864858e-01
第5601次迭代：f(x_i)=1.725554216473479e-06, x_1=9.986884796404020e-01,x_2=9.973712843932776e-01
第5602次迭代：f(x_i)=1.722675259081843e-06, x_1=9.986876496336058e-01,x_2=9.973749923069357e-01
第5603次迭代：f(x_i)=1.719800824250927e-06, x_1=9.986906695617496e-01,x_2=9.973756679245419e-01
第5604次迭代：f(x_i)=1.716933068777046e-06, x_1=9.986898389207455e-01,x_2=9.973793670126039e-01
第5605次迭代：f(x_i)=1.714068776518835e-06, x_1=9.986928528022873e-01,x_2=9.973800420066664e-01
第5606次迭代：f(x_i)=1.711210069816146e-06, x_1=9.986920245290452e-01,x_2=9.973837344266192e-01
第5607次迭代：f(x_i)=1.708355867072859e-06, x_1=9.986950324073783e-01,x_2=9.973844087815503e-01
第5608次迭代：f(x_i)=1.705506197723332e-06, x_1=9.986942064648004e-01,x_2=9.973880945611258e-01
第5609次迭代：f(x_i)=1.702662031810646e-06, x_1=9.986972083830433e-01,x_2=9.973887682614653e-01
第5610次迭代：f(x_i)=1.699821386041262e-06, x_1=9.986963838217593e-01,x_2=9.973924515044661e-01
第5611次迭代：f(x_i)=1.696985099152551e-06, x_1=9.986993837486885e-01,x_2=9.973931225708738e-01
第5612次迭代：f(x_i)=1.694155572066038e-06, x_1=9.986985584337503e-01,x_2=9.973967971090127e-01
第5613次迭代：f(x_i)=1.691329226526024e-06, x_1=9.987015524778605e-01,x_2=9.973974674943655e-01
第5614次迭代：f(x_i)=1.688508692985974e-06, x_1=9.987007293919724e-01,x_2=9.974011354703944e-01
第5615次迭代：f(x_i)=1.685692237110459e-06, x_1=9.987037175956451e-01,x_2=9.974018051595700e-01
第5616次迭代：f(x_i)=1.682880685203401e-06, x_1=9.987028967026739e-01,x_2=9.974054666006762e-01
第5617次迭代：f(x_i)=1.680074067667043e-06, x_1=9.987058791080254e-01,x_2=9.974061355786744e-01
第5618次迭代：f(x_i)=1.677271485230178e-06, x_1=9.987050594649979e-01,x_2=9.974097945612727e-01
第5619次迭代：f(x_i)=1.674472576490501e-06, x_1=9.987080400147549e-01,x_2=9.974104608617618e-01
第5620次迭代：f(x_i)=1.671681024429025e-06, x_1=9.987072209996498e-01,x_2=9.974141045939848e-01
第5621次迭代：f(x_i)=1.668895267713871e-06, x_1=9.987101942623432e-01,x_2=9.974147744681209e-01
第5622次迭代：f(x_i)=1.666113817961451e-06, x_1=9.987093751194935e-01,x_2=9.974184128645039e-01
第5623次迭代：f(x_i)=1.663336568509489e-06, x_1=9.987123449229997e-01,x_2=9.974190808725031e-01
第5624次迭代：f(x_i)=1.660565198280267e-06, x_1=9.987115265294653e-01,x_2=9.974227099404871e-01
第5625次迭代：f(x_i)=1.657798451159915e-06, x_1=9.987144890253081e-01,x_2=9.974233780136041e-01
第5626次迭代：f(x_i)=1.655035104550727e-06, x_1=9.987136734246556e-01,x_2=9.974270038715095e-01
第5627次迭代：f(x_i)=1.652276775473600e-06, x_1=9.987166325338480e-01,x_2=9.974276700542535e-01
第5628次迭代：f(x_i)=1.649523475964613e-06, x_1=9.987158176183744e-01,x_2=9.974312866457256e-01
第5629次迭代：f(x_i)=1.646775545413183e-06, x_1=9.987187695064081e-01,x_2=9.974319528623362e-01
第5630次迭代：f(x_i)=1.644030246707553e-06, x_1=9.987179573134535e-01,x_2=9.974355662850055e-01
第5631次迭代：f(x_i)=1.641290646062280e-06, x_1=9.987209058865720e-01,x_2=9.974362305873676e-01
第5632次迭代：f(x_i)=1.638555359966422e-06, x_1=9.987200934174918e-01,x_2=9.974398387933902e-01
第5633次迭代：f(x_i)=1.635824047350282e-06, x_1=9.987230387095658e-01,x_2=9.974405011705527e-01
第5634次迭代：f(x_i)=1.633098750011216e-06, x_1=9.987222268349669e-01,x_2=9.974441002001529e-01
第5635次迭代：f(x_i)=1.630377688316849e-06, x_1=9.987251650284223e-01,x_2=9.974447625678408e-01
第5636次迭代：f(x_i)=1.627660358593219e-06, x_1=9.987243557755027e-01,x_2=9.974483584881604e-01
第5637次迭代：f(x_i)=1.624947498300199e-06, x_1=9.987272907585404e-01,x_2=9.974490189072672e-01
第5638次迭代：f(x_i)=1.622240123358652e-06, x_1=9.987264820381212e-01,x_2=9.974526057118017e-01
第5639次迭代：f(x_i)=1.619537413562388e-06, x_1=9.987294100064912e-01,x_2=9.974532660913592e-01
第5640次迭代：f(x_i)=1.616837983195972e-06, x_1=9.987286038394688e-01,x_2=9.974568498267964e-01
第5641次迭代：f(x_i)=1.614143389198613e-06, x_1=9.987315286672883e-01,x_2=9.974575082347316e-01
第5642次迭代：f(x_i)=1.611453879019416e-06, x_1=9.987307229716431e-01,x_2=9.974610829144922e-01
第5643次迭代：f(x_i)=1.608769336433667e-06, x_1=9.987336408677296e-01,x_2=9.974617412532719e-01
第5644次迭代：f(x_i)=1.606087747703725e-06, x_1=9.987328376580262e-01,x_2=9.974653129036840e-01
第5645次迭代：f(x_i)=1.603411236316690e-06, x_1=9.987357524826868e-01,x_2=9.974659692481315e-01
第5646次迭代：f(x_i)=1.600739532585019e-06, x_1=9.987349496840768e-01,x_2=9.974695319024565e-01
第5647次迭代：f(x_i)=1.598072974836593e-06, x_1=9.987378576589419e-01,x_2=9.974701881486012e-01
第5648次迭代：f(x_i)=1.595409169354872e-06, x_1=9.987370572796292e-01,x_2=9.974737478129003e-01
第5649次迭代：f(x_i)=1.592750559184983e-06, x_1=9.987399622514659e-01,x_2=9.974744020423270e-01
第5650次迭代：f(x_i)=1.590096602944962e-06, x_1=9.987391622237850e-01,x_2=9.974779527696184e-01
第5651次迭代：f(x_i)=1.587447849924942e-06, x_1=9.987420604267858e-01,x_2=9.974786068720444e-01
第5652次迭代：f(x_i)=1.584801768674535e-06, x_1=9.987412627525506e-01,x_2=9.974821546482155e-01
第5653次迭代：f(x_i)=1.582160880571509e-06, x_1=9.987441580202102e-01,x_2=9.974828067118531e-01
第5654次迭代：f(x_i)=1.579524612263968e-06, x_1=9.987433606389489e-01,x_2=9.974863456095954e-01
第5655次迭代：f(x_i)=1.576893486077881e-06, x_1=9.987462492177738e-01,x_2=9.974869975179744e-01
第5656次迭代：f(x_i)=1.574265069450295e-06, x_1=9.987454541248829e-01,x_2=9.974905335030934e-01
第5657次迭代：f(x_i)=1.571641726457386e-06, x_1=9.987483398353583e-01,x_2=9.974911833509221e-01
第5658次迭代：f(x_i)=1.569023085955436e-06, x_1=9.987475449775710e-01,x_2=9.974947105156987e-01
第5659次迭代：f(x_i)=1.566409410877399e-06, x_1=9.987504240782717e-01,x_2=9.974953601804424e-01
第5660次迭代：f(x_i)=1.563798598707942e-06, x_1=9.987496314445399e-01,x_2=9.974988844706919e-01
第5661次迭代：f(x_i)=1.561192626016497e-06, x_1=9.987525077432029e-01,x_2=9.974995320534240e-01
第5662次迭代：f(x_i)=1.558591552660900e-06, x_1=9.987517152874748e-01,x_2=9.975030475809344e-01
第5663次迭代：f(x_i)=1.555995155086873e-06, x_1=9.987545850545007e-01,x_2=9.975036949531769e-01
第5664次迭代：f(x_i)=1.553401886690039e-06, x_1=9.987537947592564e-01,x_2=9.975072076438642e-01
第5665次迭代：f(x_i)=1.550813111592939e-06, x_1=9.987566617898916e-01,x_2=9.975078529129274e-01
第5666次迭代：f(x_i)=1.548229544226579e-06, x_1=9.987558716163052e-01,x_2=9.975113568980044e-01
第5667次迭代：f(x_i)=1.545650252628390e-06, x_1=9.987587321925360e-01,x_2=9.975120019295868e-01
